B11005_3_family_households,52346,62833,35994,7389,71418,62446,66196,97961,156728,62363,12136,2012-2016
B11005_4_married-couple_family,37954,37238,26163,4480,55195,49192,42810,75289,65560,38657,8412,2012-2016
B11005_5_other_family,14392,25595,9831,2909,16223,13254,23386,22672,91168,23706,3724,2012-2016
"B11005_6_male_householder,_no_wife_present",3631,5629,2671,634,4022,3930,5385,5893,15541,5666,1160,2012-2016
"B11005_7_female_householder,_no_husband_present",10761,19966,7160,2275,12201,9324,18001,16779,75627,18040,2564,2012-2016
B11005_8_nonfamily_households,504,470,163,69,419,333,432,718,1130,354,48,2012-2016
B11005_9_male_householder,292,331,130,51,343,250,315,543,573,221,43,2012-2016
B11005_10_female_householder,212,139,33,18,76,83,117,175,557,133,5,2012-2016
B11005_11_households_with_no_people_under_18_years,111773,122419,68605,16797,161680,123942,136982,211205,424736,139807,24809,2012-2016
B11005_12_family_households,62179,62736,38970,8897,95068,68796,70017,114356,154001,70561,13987,2012-2016
B11005_13_married-couple_family,50391,47226,31007,7310,80569,59018,54128,96630,95140,55952,11522,2012-2016
B11005_14_other_family,11788,15510,7963,1587,14499,9778,15889,17726,58861,14609,2465,2012-2016
"B11005_15_male_householder,_no_wife_present",3641,4218,2287,573,4824,2847,4153,5443,15849,4146,740,2012-2016
"B11005_16_female_householder,_no_husband_present",8147,11292,5676,1014,9675,6931,11736,12283,43012,10463,1725,2012-2016
B11005_17_nonfamily_households,49594,59683,29635,7900,66612,55146,66965,96849,270735,69246,10822,2012-2016
B11005_18_male_householder,20520,26297,12985,3511,29270,23999,28146,40141,122197,30993,5336,2012-2016
B11005_19_female_householder,29074,33386,16650,4389,37342,31147,38819,56708,148538,38253,5486,2012-2016
