"B25127_4_1,_detached__or_attached",4600,9290,12674,19603,22814,2403,1915,979,3804,24015,4135,34783,31023,293,8410,9888,2098,1503,541,205,936,469,375,3748,2009-2013
B25127_5_2_to_4,20,60,23,206,46,265,13,0,0,221,2,74,236,0,32,31,0,18,0,0,0,0,7,0,2009-2013
B25127_6_5_to_19,36,92,497,1514,484,682,222,41,0,777,34,752,398,0,0,19,0,115,11,17,0,47,59,0,2009-2013
B25127_7_20_to_49,19,0,21,973,533,1168,148,0,0,686,0,289,279,0,0,0,0,258,0,0,42,0,41,0,2009-2013
B25127_8_50_or_more,22,0,182,2992,270,4119,2596,0,0,2569,0,508,136,0,0,0,0,971,105,206,22,0,0,0,2009-2013
"B25127_9_mobile_home,_boat,_rv,_van,_etc.",9,54,55,19,195,0,0,11,44,362,116,59,282,0,289,96,25,0,0,0,0,52,6,187,2009-2013
B25127_10_built_1980_to_1999,12961,16893,26240,85838,57476,5817,7342,1168,3752,108790,7644,34286,35388,986,16456,14717,3658,5948,870,272,294,4560,988,5639,2009-2013
"B25127_11_1,_detached__or_attached",12748,16577,24513,75199,54180,3256,3738,1168,3634,96330,7358,32051,33553,986,15561,14211,3503,3686,781,259,289,4147,960,5220,2009-2013
B25127_12_2_to_4,26,15,115,586,316,290,60,0,0,1093,30,260,213,0,11,16,0,79,10,0,0,42,0,28,2009-2013
B25127_13_5_to_19,51,26,1184,5696,1818,402,535,0,0,6225,63,1367,1169,0,10,116,0,517,29,13,5,289,8,0,2009-2013
B25127_14_20_to_49,12,0,114,904,288,425,432,0,0,1335,0,141,18,0,0,0,0,380,8,0,0,13,0,0,2009-2013
B25127_15_50_or_more,11,11,110,3316,182,1399,2519,0,0,3158,0,312,68,0,46,0,11,1276,0,0,0,0,20,0,2009-2013
"B25127_16_mobile_home,_boat,_rv,_van,_etc.",113,264,204,137,692,45,58,0,118,649,193,155,367,0,828,374,144,10,42,0,0,69,0,391,2009-2013
B25127_17_built_1960_to_1979,5187,10302,14075,71860,59960,12405,6985,1062,2671,92963,4087,8523,23019,505,5296,5574,2544,7382,2016,624,911,2169,548,3300,2009-2013
"B25127_18_1,_detached__or_attached",5129,10085,13739,61584,55339,5619,4218,1055,2557,84120,4012,8213,22190,491,4912,5328,2464,3415,1799,463,908,2057,529,2917,2009-2013
B25127_19_2_to_4,0,0,17,453,287,575,63,7,0,640,6,88,16,0,0,28,0,130,0,0,0,14,14,50,2009-2013
B25127_20_5_to_19,13,9,92,3763,2923,1034,348,0,0,4518,17,142,445,0,58,12,0,699,146,16,0,11,5,0,2009-2013
B25127_21_20_to_49,0,0,12,1122,224,804,291,0,0,692,0,41,50,0,0,0,0,184,8,13,0,0,0,0,2009-2013
B25127_22_50_or_more,0,0,31,4779,860,4373,2034,0,0,2686,0,0,33,0,0,0,0,2954,63,132,0,0,0,0,2009-2013
"B25127_23_mobile_home,_boat,_rv,_van,_etc.",45,208,184,159,327,0,31,0,114,307,52,39,285,14,326,206,80,0,0,0,3,87,0,333,2009-2013
B25127_24_built_1940_to_1959,1393,2853,4697,46975,38686,28778,16867,654,804,35447,1180,1644,3481,213,1221,1487,1346,8114,2081,1315,724,350,789,875,2009-2013
"B25127_25_1,_detached__or_attached",1393,2799,4697,45398,37678,22011,13836,654,761,34150,1170,1603,3410,213,1210,1487,1313,6462,2065,1307,715,339,771,875,2009-2013
B25127_26_2_to_4,0,28,0,206,158,921,855,0,0,170,0,9,6,0,0,0,33,420,0,0,0,11,0,0,2009-2013
B25127_27_5_to_19,0,0,0,561,564,1747,1125,0,0,810,10,25,65,0,11,0,0,971,16,8,9,0,0,0,2009-2013
B25127_28_20_to_49,0,11,0,174,124,1197,341,0,0,45,0,0,0,0,0,0,0,44,0,0,0,0,0,0,2009-2013
B25127_29_50_or_more,0,0,0,598,112,2894,689,0,0,186,0,7,0,0,0,0,0,217,0,0,0,0,18,0,2009-2013
"B25127_30_mobile_home,_boat,_rv,_van,_etc.",0,15,0,38,50,8,21,0,43,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-2013
B25127_31_built_1939_or_earlier,911,1128,6573,12612,9295,55433,6566,532,636,3337,1332,2182,1264,556,614,623,765,4028,188,342,792,218,12,1194,2009-2013
"B25127_32_1,_detached__or_attached",906,1128,6460,12350,9103,44715,6330,532,636,3253,1314,2182,1246,556,614,609,765,3865,188,342,785,218,12,1176,2009-2013
B25127_33_2_to_4,0,0,76,136,69,2350,103,0,0,41,18,0,5,0,0,14,0,71,0,0,0,0,0,18,2009-2013
B25127_34_5_to_19,0,0,19,70,58,2304,73,0,0,30,0,0,13,0,0,0,0,46,0,0,0,0,0,0,2009-2013
B25127_35_20_to_49,0,0,5,23,65,3123,22,0,0,13,0,0,0,0,0,0,0,9,0,0,7,0,0,0,2009-2013
B25127_36_50_or_more,0,0,6,18,0,2941,38,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,2009-2013
"B25127_37_mobile_home,_boat,_rv,_van,_etc.",5,0,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-2013
B25127_38_renter_occupied,5765,10575,21300,117971,113682,152579,51800,1133,4328,120741,4600,23897,36936,708,9391,9743,3951,37032,2680,2039,6058,4207,1610,4946,2009-2013
B25127_39_built_2000_or_later,1022,2148,3768,17162,10874,14568,9534,66,646,20211,473,8196,9675,29,2246,2948,367,4452,119,291,799,402,629,782,2009-2013
"B25127_40_1,_detached__or_attached",759,807,1240,2587,2205,1851,529,66,355,5586,240,3267,5620,29,1422,1629,354,547,79,10,316,78,107,545,2009-2013
B25127_41_2_to_4,20,71,135,312,466,820,76,0,89,378,44,237,435,0,36,103,7,159,20,0,0,0,0,30,2009-2013
B25127_42_5_to_19,37,386,1506,3330,3039,1735,638,0,163,4554,27,2767,2380,0,299,668,6,474,20,0,247,173,40,106,2009-2013
B25127_43_20_to_49,84,404,301,1788,584,1257,654,0,27,1971,14,716,505,0,246,173,0,204,0,22,101,67,100,0,2009-2013
B25127_44_50_or_more,122,472,525,9124,4532,8888,7637,0,0,7530,85,1160,686,0,116,299,0,3062,0,259,135,84,382,0,2009-2013
"B25127_45_mobile_home,_boat,_rv,_van,_etc.",0,8,61,21,48,17,0,0,12,192,63,49,49,0,127,76,0,6,0,0,0,0,0,101,2009-2013
B25127_46_built_1980_to_1999,2827,4147,7836,37444,25052,12954,11941,303,1441,43267,1446,9949,14880,170,4687,4290,971,7969,616,189,1292,2293,515,1635,2009-2013
"B25127_47_1,_detached__or_attached",1563,2583,3265,10069,7590,1456,1077,208,724,15272,928,3868,6836,153,2695,2464,628,1561,206,34,215,1020,431,729,2009-2013
B25127_48_2_to_4,347,502,226,1151,959,1311,265,0,63,1488,106,417,535,0,133,110,19,331,40,8,17,50,9,186,2009-2013
B25127_49_5_to_19,455,620,3365,15183,11300,3748,1749,0,453,16101,194,4125,6089,0,735,1168,181,2160,248,46,759,999,46,438,2009-2013
B25127_50_20_to_49,104,130,384,2249,1121,1232,668,0,99,4099,88,808,503,0,267,236,39,821,25,35,92,41,29,24,2009-2013
B25127_51_50_or_more,235,253,537,8699,4045,5176,8120,86,31,6075,99,667,847,0,429,129,11,3027,79,66,172,159,0,102,2009-2013
"B25127_52_mobile_home,_boat,_rv,_van,_etc.",123,59,59,93,37,31,62,9,71,232,31,64,70,17,428,183,93,69,18,0,37,24,0,156,2009-2013
B25127_53_built_1960_to_1979,972,3076,4184,41738,52256,39881,14519,284,1009,43337,1196,3664,10005,165,1668,1820,1063,15788,1350,1075,2658,1212,255,1391,2009-2013
"B25127_54_1,_detached__or_attached",676,1711,2095,8058,8895,2598,1224,200,602,13899,837,2198,5368,155,949,1379,597,1383,432,105,435,604,255,744,2009-2013
B25127_55_2_to_4,142,299,395,1416,2541,4680,1062,0,176,1231,161,166,356,0,88,93,79,603,27,18,228,115,0,153,2009-2013
B25127_56_5_to_19,12,436,1273,16333,32671,13219,2735,84,142,17858,99,1033,3246,10,91,115,271,6350,763,203,1266,355,0,268,2009-2013
B25127_57_20_to_49,34,310,148,1918,2014,3382,1086,0,0,2298,29,62,505,0,115,123,13,1116,58,61,409,78,0,87,2009-2013
B25127_58_50_or_more,8,117,202,13984,6069,15956,8308,0,0,7928,30,171,418,0,195,6,0,6330,70,688,320,60,0,30,2009-2013
"B25127_59_mobile_home,_boat,_rv,_van,_etc.",100,203,71,29,66,46,104,0,89,123,40,34,112,0,230,104,103,6,0,0,0,0,0,109,2009-2013
B25127_60_built_1940_to_1959,552,619,2157,17600,20794,44591,13003,160,665,12219,539,980,1851,136,676,544,926,7053,576,391,572,209,211,580,2009-2013
"B25127_61_1,_detached__or_attached",496,476,1320,6777,6527,6767,3213,147,379,5761,430,594,989,121,542,456,590,1896,346,244,268,170,195,384,2009-2013
B25127_62_2_to_4,0,34,397,1174,1527,7398,1531,13,98,805,25,73,230,15,47,88,241,615,31,58,92,0,0,129,2009-2013
B25127_63_5_to_19,5,79,398,4477,10708,12278,4056,0,64,3650,77,187,446,0,69,0,95,2580,199,42,122,39,16,21,2009-2013
B25127_64_20_to_49,0,4,21,1078,702,5141,1408,0,83,939,0,60,136,0,0,0,0,371,0,0,43,0,0,0,2009-2013
B25127_65_50_or_more,51,26,21,4043,1321,13007,2783,0,29,1014,7,66,50,0,18,0,0,1591,0,47,47,0,0,10,2009-2013
"B25127_66_mobile_home,_boat,_rv,_van,_etc.",0,0,0,51,9,0,12,0,12,50,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2009-2013
B25127_67_built_1939_or_earlier,392,585,3355,4027,4706,40585,2803,320,567,1707,946,1108,525,208,114,141,624,1770,19,93,737,91,0,558,2009-2013
"B25127_68_1,_detached__or_attached",271,355,1940,2000,2020,11461,1102,265,436,976,609,968,303,190,114,141,217,842,3,51,337,37,0,412,2009-2013
B25127_69_2_to_4,98,45,982,536,499,7712,608,19,43,259,232,93,75,11,0,0,277,438,16,10,223,0,0,107,2009-2013
B25127_70_5_to_19,23,65,326,930,1681,6820,543,36,88,233,90,2,99,7,0,0,130,296,0,32,99,50,0,19,2009-2013
B25127_71_20_to_49,0,65,58,93,110,5474,306,0,0,82,0,10,44,0,0,0,0,26,0,0,63,0,0,20,2009-2013
B25127_72_50_or_more,0,0,49,455,389,9044,240,0,0,152,15,23,4,0,0,0,0,143,0,0,15,4,0,0,2009-2013
"B25127_73_mobile_home,_boat,_rv,_van,_etc.",0,55,0,13,7,74,4,0,0,5,0,12,0,0,0,0,0,25,0,0,0,0,0,0,2009-2013
B03002_1_total,89332,148957,236668,989474,873481,619371,214861,14191,47330,1101071,66015,326477,416668,7448,124319,131885,37836,143684,23027,12731,25931,39317,15125,54131,2009-2013
B03002_2_not_hispanic_or_latino,86674,142142,218697,816339,739289,559892,182052,13677,43161,927539,61671,285194,330354,7208,114582,119140,36457,120142,19322,11541,23119,26787,10061,51463,2009-2013
B03002_3_white_alone,71075,70614,182636,478667,128975,217331,136630,12464,33941,593420,53883,200673,199094,6660,89166,88454,33488,76278,14005,9307,15600,18248,6244,45798,2009-2013
B03002_4_black_or_african_american_alone,11997,61051,19979,166210,553244,305877,17783,753,6803,98414,5080,22904,81305,332,19235,22153,1541,30356,1113,678,5979,5354,1983,3452,2009-2013
B03002_5_american_indian_and_alaska_native_alone,129,1089,603,1655,2031,1426,549,73,89,1958,34,591,1014,3,293,601,90,393,50,0,88,28,16,47,2009-2013
B03002_6_asian_alone,1032,4707,9604,138468,36266,21621,20396,125,755,195505,854,49058,31613,8,3019,3481,366,8603,3411,1058,650,1726,1075,831,2009-2013
B03002_7_native_hawaiian_and_other_pacific_islander_alone,0,223,140,195,269,233,122,0,76,797,19,164,339,0,188,106,13,54,46,0,3,0,0,0,2009-2013
B03002_8_some_other_race_alone,36,112,770,2797,1989,1283,1080,0,110,3541,100,867,1681,0,187,230,14,262,7,22,40,165,6,23,2009-2013
B03002_9_two_or_more_races,2405,4346,4965,28347,16515,12121,5492,262,1387,33904,1701,10937,15308,205,2494,4115,945,4196,690,476,759,1266,737,1312,2009-2013
B03002_10_two_races_including_some_other_race,8,84,170,1715,1116,907,407,32,16,1558,4,718,437,37,14,178,12,187,68,0,20,40,24,18,2009-2013
"B03002_11_two_races_excluding_some_other_race,_and_three_or_more_races",2397,4262,4795,26632,15399,11214,5085,230,1371,32346,1697,10219,14871,168,2480,3937,933,4009,622,476,739,1226,713,1294,2009-2013
B03002_12_hispanic_or_latino,2658,6815,17971,173135,134192,59479,32809,514,4169,173532,4344,41283,86314,240,9737,12745,1379,23542,3705,1190,2812,12530,5064,2668,2009-2013
B03002_13_white_alone,1702,4280,11974,82263,56955,30810,16479,396,2406,105543,3876,26211,56568,200,3944,4808,1074,15763,2223,497,1293,10855,4031,1955,2009-2013
B03002_14_black_or_african_american_alone,119,609,424,4107,7409,4653,183,0,268,3118,8,917,3370,6,321,492,13,935,41,0,116,214,42,38,2009-2013
B03002_15_american_indian_and_alaska_native_alone,0,51,357,1772,939,564,642,0,7,2479,0,122,391,0,51,93,0,116,70,0,22,0,38,0,2009-2013
B03002_16_asian_alone,76,18,10,848,280,224,105,6,0,1129,25,97,191,0,31,30,0,124,18,44,0,0,0,0,2009-2013
B03002_17_native_hawaiian_and_other_pacific_islander_alone,0,29,0,86,65,0,46,0,0,56,0,21,0,0,37,26,0,0,0,0,0,0,0,0,2009-2013
B03002_18_some_other_race_alone,681,1099,3618,72908,63766,20882,13401,101,1079,49563,310,11385,21923,34,5039,6657,185,5223,1117,460,1275,982,523,506,2009-2013
B03002_19_two_or_more_races,80,729,1588,11151,4778,2346,1953,11,409,11644,125,2530,3871,0,314,639,107,1381,236,189,106,479,430,169,2009-2013
B03002_20_two_races_including_some_other_race,47,309,550,5618,2496,1067,1288,0,259,6148,81,1144,1809,0,200,500,7,935,89,34,33,300,309,131,2009-2013
"B03002_21_two_races_excluding_some_other_race,_and_three_or_more_races",33,420,1038,5533,2282,1279,665,11,150,5496,44,1386,2062,0,114,139,100,446,147,155,73,179,121,38,2009-2013
B11005_1_total,30923,51247,86337,360563,303441,263649,94454,5580,16039,389908,23130,106997,132442,3261,41709,42178,14387,65369,8492,5020,9779,12072,4435,19889,2009-2013
B11005_2_households_with_one_or_more_people_under_18_years,12017,19722,32243,128337,109816,54704,19391,1759,6100,144247,7993,52171,62031,843,17649,18928,4718,13887,2618,1794,2889,5065,1961,6587,2009-2013
B11005_3_family_households,11969,19605,32033,127722,108843,54397,19320,1750,6065,143468,7945,51924,61593,803,17510,18843,4692,13803,2554,1794,2889,5054,1932,6488,2009-2013
B11005_4_married-couple_family,8960,13006,24471,94982,56659,23381,14876,1362,4164,114933,6237,43227,46278,636,12512,14542,3225,9373,2029,1351,1532,3406,1328,4610,2009-2013
B11005_5_other_family,3009,6599,7562,32740,52184,31016,4444,388,1901,28535,1708,8697,15315,167,4998,4301,1467,4430,525,443,1357,1648,604,1878,2009-2013
"B11005_6_male_householder,_no_wife_present",758,1619,2149,7792,11857,5194,1098,82,685,7648,486,2551,4418,113,1244,1130,325,1092,165,103,135,542,101,508,2009-2013
"B11005_7_female_householder,_no_husband_present",2251,4980,5413,24948,40327,25822,3346,306,1216,20887,1222,6146,10897,54,3754,3171,1142,3338,360,340,1222,1106,503,1370,2009-2013
B11005_8_nonfamily_households,48,117,210,615,973,307,71,9,35,779,48,247,438,40,139,85,26,84,64,0,0,11,29,99,2009-2013
B11005_9_male_householder,48,91,130,414,623,127,61,9,35,620,48,191,308,40,117,27,26,15,24,0,0,0,11,99,2009-2013
B11005_10_female_householder,0,26,80,201,350,180,10,0,0,159,0,56,130,0,22,58,0,69,40,0,0,11,18,0,2009-2013
B11005_11_households_with_no_people_under_18_years,18906,31525,54094,232226,193625,208945,75063,3821,9939,245661,15137,54826,70411,2418,24060,23250,9669,51482,5874,3226,6890,7007,2474,13302,2009-2013
B11005_12_family_households,11604,18172,30907,120589,91655,57881,24192,2348,5894,133782,9260,31222,41415,1323,15452,15468,5455,17060,3214,1298,2281,4000,1399,7546,2009-2013
B11005_13_married-couple_family,9647,14318,26044,98189,60880,37200,19850,2104,5173,111694,8124,26771,33581,1208,13128,13392,4438,13961,2616,1153,1654,3067,1176,6552,2009-2013
B11005_14_other_family,1957,3854,4863,22400,30775,20681,4342,244,721,22088,1136,4451,7834,115,2324,2076,1017,3099,598,145,627,933,223,994,2009-2013
"B11005_15_male_householder,_no_wife_present",710,1006,1643,6942,8474,4590,1923,57,176,7448,412,1304,2613,41,630,665,447,1243,171,1,222,269,59,335,2009-2013
"B11005_16_female_householder,_no_husband_present",1247,2848,3220,15458,22301,16091,2419,187,545,14640,724,3147,5221,74,1694,1411,570,1856,427,144,405,664,164,659,2009-2013
B11005_17_nonfamily_households,7302,13353,23187,111637,101970,151064,50871,1473,4045,111879,5877,23604,28996,1095,8608,7782,4214,34422,2660,1928,4609,3007,1075,5756,2009-2013
B11005_18_male_householder,3497,5717,10164,44432,44823,68718,25086,708,1852,51741,2880,11191,14101,524,3630,3536,2099,15666,1249,941,2087,1308,502,2938,2009-2013
B11005_19_female_householder,3805,7636,13023,67205,57147,82346,25785,765,2193,60138,2997,12413,14895,571,4978,4246,2115,18756,1411,987,2522,1699,573,2818,2009-2013
