B25024_9_50_or_more,196669,3249,218964,27189,476828,3818,329,177283,13200,4794,10375,59881,31908,36287,49528,524,12565,16488,8386,5638,10357,4256,799,11952,160,2012-2016
B25024_10_mobile_home,636,4176,1434,829,624,3353,230,1353,458,1302,4856,622,1190,278,443,182,2143,3039,550,6224,443,173,1034,280,1249,2012-2016
"B25024_11_boat,_rv,_van,_etc.",712,7,637,58,584,0,17,313,39,15,141,112,100,36,133,0,26,19,42,29,47,8,0,219,8,2012-2016
B25077_1_median_value_(dollars),363600,274300,590500,451700,871500,258700,354800,462300,448000,420700,376000,507300,443400,356300,341300,389500,324500,387500,428900,264200,333400,404100,265600,347500,180600,2012-2016
B25034_1_total,522401,119023,1021747,467127,866644,139757,38321,846689,178603,104651,570464,369925,354772,314384,276087,49875,298832,260222,191081,280508,176639,125232,62236,201107,38506,2012-2016
B25034_2_built_2014_or_later,457,182,1382,599,1223,450,28,1162,194,179,980,423,961,626,1137,61,914,823,428,1841,308,527,98,417,28,2012-2016
B25034_3_built_2010_to_2013,6638,1130,12365,3080,10700,2398,389,7542,1718,1510,3395,2653,3448,3083,5114,284,3992,3570,1972,4636,1566,2010,381,1971,343,2012-2016
B25034_4_built_2000_to_2009,27747,12480,57867,16431,62503,16535,2811,43889,16610,7913,44100,19547,21648,23316,35260,4488,26509,27393,15605,40051,9702,12075,5754,12526,7705,2012-2016
B25034_5_built_1990_to_1999,18792,10552,28274,13256,32863,13699,3668,24483,19151,9107,49721,18343,20655,17582,16344,7936,30822,30864,23899,37107,9966,22487,5912,9360,5996,2012-2016
B25034_6_built_1980_to_1989,17762,17201,30673,20987,55651,19121,5315,29866,26164,10855,59672,28352,27448,18963,17472,9798,49439,38896,23296,51049,11266,24419,9944,11072,9023,2012-2016
B25034_7_built_1970_to_1979,42422,18441,54138,26771,70690,18271,6248,49348,30438,19579,102827,34209,32775,27958,25140,7241,39116,35012,27687,56563,16933,13724,12070,14250,6627,2012-2016
B25034_8_built_1960_to_1969,68792,16229,112285,60709,108887,14773,5361,116394,24176,23674,118303,51754,53867,37694,27417,4234,48471,37943,30069,39400,28722,16301,8964,26617,3048,2012-2016
B25034_9_built_1950_to_1959,74361,15754,110555,168638,83736,13940,4885,175045,17655,13993,105646,70955,80968,52817,27754,4375,53279,34934,29811,27553,37561,13794,7619,47031,2206,2012-2016
B25034_10_built_1940_to_1949,61296,5958,91213,62821,63188,6462,3241,136631,7322,4020,29352,29217,41152,36505,22465,2015,17143,12779,11390,9567,26297,6166,3198,30171,757,2012-2016
B25034_11_built_1939_or_earlier,204134,21096,522995,93835,377203,34108,6375,262329,35175,13821,56468,114472,71850,95840,97984,9443,29147,38008,26924,12741,34318,13729,8296,47692,2773,2012-2016
B25127_1_total,490740,106949,938803,440230,753385,125144,34102,779304,166014,99038,489758,341762,337069,279480,251693,46935,283279,232868,179734,222609,161534,116456,53648,186890,21135,2012-2016
B25127_2_owner_occupied,93569,73505,276447,353420,174361,85306,27961,341363,114502,68276,389182,210004,218041,123300,77459,39122,180794,171673,135369,178376,85909,88257,44474,109931,17793,2012-2016
B25127_3_built_2010_or_later,479,656,2714,2067,1391,1279,272,2372,1181,712,2350,1007,2150,850,1225,235,2553,2525,1714,3653,673,1487,212,608,272,2012-2016
"B25127_4_1,_detached__or_attached",79,523,289,1709,100,1072,256,802,877,391,2223,902,1779,612,199,235,2340,2294,1443,3547,361,1406,168,482,272,2012-2016
B25127_5_2_to_4,110,31,577,79,0,24,0,579,245,41,18,39,111,102,185,0,12,25,12,62,22,0,16,56,0,2012-2016
B25127_6_5_to_19,37,31,730,116,135,123,16,186,17,118,74,2,128,52,195,0,63,64,65,27,155,12,23,36,0,2012-2016
B25127_7_20_to_49,49,49,451,70,287,25,0,257,21,35,18,26,105,35,142,0,67,62,64,0,67,63,0,25,0,2012-2016
B25127_8_50_or_more,197,0,667,93,861,0,0,548,21,28,0,38,27,49,504,0,16,0,112,0,58,6,0,9,0,2012-2016
"B25127_9_mobile_home,_boat,_rv,_van,_etc.",7,22,0,0,8,35,0,0,0,99,17,0,0,0,0,0,55,80,18,17,10,0,5,0,0,2012-2016
B25127_10_built_2000_to_2009,4274,7772,17831,10301,11499,11346,2116,12477,11225,3772,25127,9460,11587,6301,9721,3550,15352,17716,11113,25990,4951,8901,4370,4344,3871,2012-2016
"B25127_11_1,_detached__or_attached",1331,7231,2668,7537,579,10164,2004,3939,8492,2953,22815,7381,8732,4002,2006,3436,13472,15567,8738,24915,3141,8082,4063,3074,3768,2012-2016
B25127_12_2_to_4,2308,95,5333,771,335,136,0,5348,2646,187,856,511,848,1512,1675,35,250,196,104,147,393,148,69,892,5,2012-2016
B25127_13_5_to_19,120,101,4373,1249,1011,522,65,700,26,233,782,160,389,437,1174,15,455,869,237,121,432,259,119,136,0,2012-2016
B25127_14_20_to_49,261,93,2570,376,1849,6,17,955,9,127,55,368,428,162,905,48,517,224,921,80,354,288,19,156,0,2012-2016
B25127_15_50_or_more,254,23,2836,322,7588,18,0,1433,12,172,248,1030,1140,172,3915,0,496,640,1078,0,621,115,25,65,18,2012-2016
"B25127_16_mobile_home,_boat,_rv,_van,_etc.",0,229,51,46,137,500,30,102,40,100,371,10,50,16,46,16,162,220,35,727,10,9,75,21,80,2012-2016
B25127_17_built_1980_to_1999,6877,18682,15861,22524,16351,22282,7036,16677,33281,13434,66426,29276,27186,11843,8461,14873,47711,51246,33105,61749,11662,34361,11772,7820,7204,2012-2016
"B25127_18_1,_detached__or_attached",2842,16247,6980,18007,1142,19194,6592,5523,26958,11789,62303,23978,19173,8121,2545,13575,40243,45877,29095,58630,9096,30090,10807,6039,6972,2012-2016
B25127_19_2_to_4,2826,590,5768,1496,169,728,192,6123,4721,518,1727,1183,2078,2026,2580,342,1557,866,727,453,742,942,200,1060,14,2012-2016
B25127_20_5_to_19,323,386,1616,1126,991,1367,149,1148,479,618,1129,1164,2583,896,1141,899,4235,2482,2344,812,862,2869,670,429,5,2012-2016
B25127_21_20_to_49,381,18,519,764,1866,59,12,927,565,170,150,712,885,271,776,30,518,461,494,144,413,325,8,89,0,2012-2016
B25127_22_50_or_more,442,15,773,917,12137,60,41,2680,465,34,230,2150,2306,508,1335,24,481,758,276,134,503,95,24,203,0,2012-2016
"B25127_23_mobile_home,_boat,_rv,_van,_etc.",63,1426,205,214,46,874,50,276,93,305,887,89,161,21,84,3,677,802,169,1576,46,40,63,0,213,2012-2016
B25127_24_built_1960_to_1979,25854,21724,37616,59995,45170,21643,8754,56267,34427,29824,160876,45514,49139,19028,13802,9199,50397,46584,39423,60787,21831,21431,15930,20142,3922,2012-2016
"B25127_25_1,_detached__or_attached",6113,19278,9976,51113,1046,19655,8281,21056,26285,25453,151636,31178,37787,14399,4874,8904,46611,42928,37783,56538,17690,20479,15387,17449,3811,2012-2016
B25127_26_2_to_4,5082,623,13895,2470,452,470,162,14878,6468,1608,3368,3174,3928,2966,5365,79,1544,538,341,1909,2996,270,191,1937,0,2012-2016
B25127_27_5_to_19,238,698,675,1169,857,754,204,1231,373,1788,2953,2044,819,588,538,186,1230,1504,772,347,592,545,174,237,0,2012-2016
B25127_28_20_to_49,1712,32,1102,1045,3264,97,8,2491,240,281,562,1867,649,173,472,8,124,342,232,50,186,29,0,235,0,2012-2016
B25127_29_50_or_more,12631,79,11866,3939,39389,79,44,16473,953,452,660,7180,5671,854,2486,13,217,693,92,98,183,77,31,238,11,2012-2016
"B25127_30_mobile_home,_boat,_rv,_van,_etc.",78,1014,102,259,162,588,55,138,108,242,1697,71,285,48,67,9,671,579,203,1845,184,31,147,46,100,2012-2016
B25127_31_built_1940_to_1959,29021,14463,58051,189362,25930,13164,6021,140658,14187,12547,100394,62123,80384,38886,14760,4777,47460,32382,32389,20000,31423,13951,7384,48310,1150,2012-2016
"B25127_32_1,_detached__or_attached",12680,13776,24537,179983,1452,12803,5815,79264,11960,11748,98145,45528,71660,31746,7188,4718,45749,31292,31687,19155,26636,13559,7317,44495,1115,2012-2016
B25127_33_2_to_4,6576,569,17936,4377,329,265,183,28772,1732,413,1539,5160,6175,6185,5594,31,1263,442,508,681,4133,328,51,3500,11,2012-2016
B25127_34_5_to_19,458,35,1336,1327,871,65,0,3538,105,77,185,2012,543,357,484,8,213,313,66,64,316,55,0,189,16,2012-2016
B25127_35_20_to_49,1662,13,2583,1375,3953,0,0,7597,24,133,143,2683,800,199,769,0,115,47,0,44,117,0,0,20,0,2012-2016
B25127_36_50_or_more,7620,40,11539,2219,19325,7,23,21320,337,112,293,6706,1094,399,680,9,46,255,97,14,200,9,0,73,0,2012-2016
"B25127_37_mobile_home,_boat,_rv,_van,_etc.",25,30,120,81,0,24,0,167,29,64,89,34,112,0,45,11,74,33,31,42,21,0,16,33,8,2012-2016
B25127_38_built_1939_or_earlier,27064,10208,144374,69171,74020,15592,3762,112912,20201,7987,34009,62624,47595,46392,29490,6488,17321,21220,17625,6197,15369,8126,4806,28707,1374,2012-2016
"B25127_39_1,_detached__or_attached",12853,9198,63213,64608,4978,13968,3667,73377,16180,7128,31991,48490,40537,37638,12438,6159,15593,20273,16832,5823,11375,7382,4664,24927,1356,2012-2016
B25127_40_2_to_4,9924,866,61661,3028,3731,1505,77,28595,3684,747,1491,7984,6141,8122,12694,310,1593,681,712,272,3781,744,83,3584,18,2012-2016
B25127_41_5_to_19,528,73,7297,310,11760,57,8,2334,33,32,166,1046,217,268,2290,9,21,124,20,59,114,0,54,48,0,2012-2016
B25127_42_20_to_49,1243,15,4355,509,20168,4,10,2353,46,57,92,2035,264,194,909,0,47,66,33,13,45,0,0,68,0,2012-2016
B25127_43_50_or_more,2475,38,7514,660,33312,14,0,6212,223,23,257,3039,397,170,1120,10,17,66,3,13,40,0,5,44,0,2012-2016
"B25127_44_mobile_home,_boat,_rv,_van,_etc.",41,18,334,56,71,44,0,41,35,0,12,30,39,0,39,0,50,10,25,17,14,0,0,36,0,2012-2016
B25127_45_renter_occupied,397171,33444,662356,86810,579024,39838,6141,437941,51512,30762,100576,131758,119028,156180,174234,7813,102485,61195,44365,44233,75625,28199,9174,76959,3342,2012-2016
B25127_46_built_2010_or_later,6295,527,9922,1263,9303,1341,145,5457,632,907,942,1946,2127,2298,4458,100,2218,1276,607,1372,927,833,163,1419,30,2012-2016
"B25127_47_1,_detached__or_attached",128,93,173,258,2,197,0,181,86,88,206,141,344,136,101,37,247,206,54,493,74,66,14,140,30,2012-2016
B25127_48_2_to_4,496,172,1632,150,118,180,47,1101,174,278,93,243,426,788,556,0,382,97,35,41,384,135,42,440,0,2012-2016
B25127_49_5_to_19,629,91,1768,142,687,556,51,792,52,373,259,394,166,358,644,33,835,349,164,396,279,156,67,262,0,2012-2016
B25127_50_20_to_49,1391,121,1721,160,1134,265,47,646,66,27,156,376,286,304,523,30,299,280,55,86,47,129,29,152,0,2012-2016
B25127_51_50_or_more,3651,41,4619,538,7338,143,0,2721,254,114,228,792,905,712,2626,0,422,329,299,340,143,347,7,425,0,2012-2016
"B25127_52_mobile_home,_boat,_rv,_van,_etc.",0,9,9,15,24,0,0,16,0,27,0,0,0,0,8,0,33,15,0,16,0,0,4,0,0,2012-2016
B25127_53_built_2000_to_2009,21501,3707,34372,4620,37749,4037,402,25098,4140,3727,10908,8212,8045,13448,21029,643,10247,6321,3720,7323,3708,2477,511,6780,572,2012-2016
"B25127_54_1,_detached__or_attached",1137,684,777,831,179,895,51,1212,1503,559,2258,886,1197,2580,1165,195,1691,1345,725,3422,499,668,255,748,428,2012-2016
B25127_55_2_to_4,4899,879,11275,879,1022,578,58,12055,1938,1169,2057,1529,1398,6343,5530,62,2518,645,408,654,1507,385,20,3131,53,2012-2016
B25127_56_5_to_19,2504,1094,8712,601,3135,1500,25,4129,250,1095,3391,907,1153,1677,2442,87,2445,1317,888,1647,694,559,83,912,0,2012-2016
B25127_57_20_to_49,4147,283,4873,350,4216,228,229,2283,75,285,1067,856,709,801,1856,56,1519,468,428,383,241,314,34,882,0,2012-2016
B25127_58_50_or_more,8752,670,8616,1944,29181,691,24,5387,374,536,2102,4034,3531,2012,9973,243,2049,2368,1271,1147,755,551,113,1107,88,2012-2016
"B25127_59_mobile_home,_boat,_rv,_van,_etc.",62,97,119,15,16,145,15,32,0,83,33,0,57,35,63,0,25,178,0,70,12,0,6,0,3,2012-2016
B25127_60_built_1980_to_1999,27308,6655,39531,9281,58284,7692,1263,33370,10270,5632,22795,14251,18537,21157,22907,2157,28166,13649,11480,12752,8267,9709,2156,11549,974,2012-2016
"B25127_61_1,_detached__or_attached",1696,1184,2564,1871,312,1590,486,2489,3156,1151,7564,2325,2374,3054,1851,796,4978,3511,2182,6023,1260,3139,824,1002,798,2012-2016
B25127_62_2_to_4,6220,1801,12786,3197,1560,1990,397,14717,4964,1347,4435,3307,5571,7571,7229,365,4347,2319,2085,1506,3314,1784,419,4253,82,2012-2016
B25127_63_5_to_19,3361,2316,9701,1219,7231,2792,308,5186,675,1552,6532,2517,3786,3500,4679,583,12985,3617,3422,2702,1593,2770,652,2225,20,2012-2016
B25127_64_20_to_49,6566,330,5352,904,8248,466,27,3537,308,500,1950,1417,2377,2325,2405,177,2334,954,1492,791,696,712,82,1906,27,2012-2016
B25127_65_50_or_more,9367,529,8917,2056,40868,629,17,7286,1148,955,2186,4586,4339,4700,6651,148,3475,3088,2293,1587,1399,1273,166,2091,33,2012-2016
"B25127_66_mobile_home,_boat,_rv,_van,_etc.",98,495,211,34,65,225,28,155,19,127,128,99,90,7,92,88,47,160,6,143,5,31,13,72,14,2012-2016
B25127_67_built_1960_to_1979,80085,9999,118426,21510,115841,8621,1750,97088,16484,11402,34761,33618,33572,39865,34902,1810,32244,20283,15237,14941,20134,6739,2759,18607,935,2012-2016
"B25127_68_1,_detached__or_attached",2646,2174,3698,4948,706,1966,755,5884,2818,2442,16688,3693,4835,2590,2230,652,4806,3635,2229,7730,1718,1245,1251,1703,586,2012-2016
B25127_69_2_to_4,11342,2913,31223,6109,2573,2214,455,32003,6996,3314,6619,8702,13447,12415,12422,419,8558,4094,2802,2023,9644,1843,520,7144,115,2012-2016
B25127_70_5_to_19,6854,2767,18109,3099,12892,2978,353,11050,1454,3257,7075,5842,6616,8226,8135,551,12803,6333,5722,2545,4321,2359,701,3477,94,2012-2016
B25127_71_20_to_49,17541,627,16159,2030,18837,439,122,10957,986,1006,1846,4764,2936,4804,3795,143,2745,1814,2952,1067,1510,368,104,2721,42,2012-2016
B25127_72_50_or_more,41412,1025,48997,5240,80660,766,65,36974,4209,1318,2072,10617,5519,11772,8296,45,3207,4203,1507,1069,2833,877,170,3429,10,2012-2016
"B25127_73_mobile_home,_boat,_rv,_van,_etc.",290,493,240,84,173,258,0,220,21,65,461,0,219,58,24,0,125,204,25,507,108,47,13,133,88,2012-2016
B25127_74_built_1940_to_1959,99653,5090,131137,31127,107754,5159,1096,148946,8623,4418,19858,31198,36403,39990,31379,978,19043,10220,6543,5279,26529,4377,1637,23358,279,2012-2016
"B25127_75_1,_detached__or_attached",4039,1752,5611,12853,856,2083,647,13377,1440,1377,13358,5058,7806,4101,2740,517,5359,4260,2448,3209,3806,1562,913,4238,194,2012-2016
B25127_76_2_to_4,13814,2066,32923,9215,2871,1741,288,48097,2947,1459,3621,8732,17278,17619,12216,272,6528,2253,2135,723,14077,1624,353,10591,66,2012-2016
B25127_77_5_to_19,9946,979,20690,2883,17340,855,124,19752,836,911,1429,5751,5618,7205,9207,136,4299,2143,837,681,5056,835,271,3899,3,2012-2016
B25127_78_20_to_49,31104,66,27948,2228,26383,154,18,25762,925,330,454,4635,2960,4615,4293,23,1842,635,537,400,1623,176,59,2261,12,2012-2016
B25127_79_50_or_more,40484,213,43806,3924,60266,315,19,41863,2447,335,873,6926,2644,6440,2923,30,960,872,586,237,1951,180,36,2322,0,2012-2016
"B25127_80_mobile_home,_boat,_rv,_van,_etc.",266,14,159,24,38,11,0,95,28,6,123,96,97,10,0,0,55,57,0,29,16,0,5,47,4,2012-2016
B25127_81_built_1939_or_earlier,162329,7466,328968,19009,250093,12988,1485,127982,11363,4676,11312,42533,20344,39422,59559,2125,10567,9446,6778,2566,16060,4064,1948,15246,552,2012-2016
"B25127_82_1,_detached__or_attached",4358,2005,13097,6830,1361,3585,651,12777,2246,1160,5734,5888,4293,4883,4064,899,2564,4228,2597,1539,1833,1141,716,3158,229,2012-2016
B25127_83_2_to_4,21515,3362,121585,6629,11110,6067,616,49821,5931,2533,3468,16541,9949,19159,26529,1011,5504,2742,2838,554,9009,2159,645,7602,262,2012-2016
B25127_84_5_to_19,18445,1429,81111,1886,70891,2233,173,24253,1010,646,1299,8612,2944,7121,17844,155,1365,1206,746,267,3276,374,362,1965,53,2012-2016
B25127_85_20_to_49,57622,324,57212,1620,91156,399,27,20771,705,126,422,5103,1823,4098,7441,58,582,747,420,104,772,174,88,1486,5,2012-2016
B25127_86_50_or_more,59971,346,55576,2004,75157,661,18,20143,1401,196,316,6263,1240,4121,3605,2,526,520,156,65,1170,208,137,981,0,2012-2016
"B25127_87_mobile_home,_boat,_rv,_van,_etc.",418,0,387,40,418,43,0,217,70,15,73,126,95,40,76,0,26,3,21,37,0,8,0,54,3,2012-2016
B03002_1_total,1436785,295905,2606852,1356801,1634989,376242,99408,2310011,473324,322642,1498130,969229,930310,792586,668526,125708,831852,627532,498215,586166,507204,331686,144694,550436,56210,2012-2016
B03002_2_not_hispanic_or_latino,640592,261960,2100750,1138623,1211463,303365,86342,1663006,388205,267942,1225824,740386,759109,618172,380709,118178,665737,562289,434964,534152,304970,284780,134214,384955,50553,2012-2016
B03002_3_white_alone,137901,214840,933985,843923,769598,248344,80275,592151,296338,205185,1036423,532570,546048,249787,193874,108947,376818,475096,361301,498857,216076,194082,126630,227794,45883,2012-2016
B03002_4_black_or_african_american_alone,423684,28072,806316,149065,206008,35477,2239,398786,44570,37202,107402,130525,49047,308463,73268,3006,77191,42129,14871,16720,54527,29696,2834,111489,3085,2012-2016
B03002_5_american_indian_and_alaska_native_alone,3083,483,4004,1591,2089,710,84,4987,563,437,2143,1341,1065,1155,881,62,1162,411,290,233,948,357,63,374,93,2012-2016
B03002_6_asian_alone,51371,11080,302044,117749,190648,9696,2205,568871,37579,19416,56167,54976,146592,39264,98226,4516,195550,33211,49318,11052,26187,54687,2701,26225,627,2012-2016
B03002_7_native_hawaiian_and_other_pacific_islander_alone,508,93,721,219,704,39,15,872,197,13,307,151,248,214,373,196,221,182,21,123,98,17,16,29,15,2012-2016
B03002_8_some_other_race_alone,9653,898,10312,6245,6739,1384,247,47002,1555,1192,4265,3653,2022,7208,3830,49,2230,1338,1181,481,1897,855,152,10997,137,2012-2016
B03002_9_two_or_more_races,14392,6494,43368,19831,35677,7715,1277,50337,7403,4497,19117,17170,14087,12081,10257,1402,12565,9922,7982,6686,5237,5086,1818,8047,713,2012-2016
B03002_10_two_races_including_some_other_race,2737,244,4146,3609,2515,331,42,12621,732,574,2034,1724,1405,1310,1730,180,2644,586,737,196,595,632,77,1178,54,2012-2016
"B03002_11_two_races_excluding_some_other_race,_and_three_or_more_races",11655,6250,39222,16222,33162,7384,1235,37716,6671,3923,17083,15446,12682,10771,8527,1222,9921,9336,7245,6490,4642,4454,1741,6869,659,2012-2016
B03002_12_hispanic_or_latino,796193,33945,506102,218178,423526,72877,13066,647005,85119,54700,272306,228843,171201,174414,287817,7530,166115,65243,63251,52014,202234,46906,10480,165481,5657,2012-2016
B03002_13_white_alone,157450,18471,194942,101970,159285,33258,8725,344263,59069,23245,175656,108457,112524,81002,177000,5650,125961,41083,44715,38547,105657,31286,8176,88039,4533,2012-2016
B03002_14_black_or_african_american_alone,52841,2576,64907,6518,38779,3186,115,24665,4371,3372,6890,9490,5718,9758,11904,285,5449,3600,859,1362,8405,1011,222,5445,174,2012-2016
B03002_15_american_indian_and_alaska_native_alone,5292,761,4726,1479,4084,610,663,3989,571,160,1356,2522,712,949,1244,4,395,541,244,367,1294,306,10,1061,9,2012-2016
B03002_16_asian_alone,1091,40,1993,522,1925,362,30,3888,473,173,595,383,778,430,1054,16,739,169,264,61,365,248,47,374,166,2012-2016
B03002_17_native_hawaiian_and_other_pacific_islander_alone,198,42,280,22,242,32,0,219,54,13,200,56,55,0,140,0,7,46,0,87,41,0,8,76,20,2012-2016
B03002_18_some_other_race_alone,542134,9286,215557,82514,185553,30157,2764,241731,17029,24410,69880,95767,43603,73260,85322,1182,27808,17300,15059,9608,72793,12566,1607,64583,347,2012-2016
B03002_19_two_or_more_races,37187,2769,23697,25153,33658,5272,769,28250,3552,3327,17729,12168,7811,9015,11153,393,5756,2504,2110,1982,13679,1489,410,5903,408,2012-2016
B03002_20_two_races_including_some_other_race,20856,1358,11874,12452,12929,3405,268,16384,1839,1849,8470,7163,3622,4496,5827,184,3536,1021,860,921,3243,516,202,2949,295,2012-2016
"B03002_21_two_races_excluding_some_other_race,_and_three_or_more_races",16331,1411,11823,12701,20729,1867,501,11866,1713,1478,9259,5005,4189,4519,5326,209,2220,1483,1250,1061,10436,973,208,2954,113,2012-2016
B11005_1_total,490740,106949,938803,440230,753385,125144,34102,779304,166014,99038,489758,341762,337069,279480,251693,46935,283279,232868,179734,222609,161534,116456,53648,186890,21135,2012-2016
B11005_2_households_with_one_or_more_people_under_18_years,187876,32487,305690,158379,138108,45695,11511,249916,59575,38522,172706,119110,114892,99657,81458,14833,103810,74725,61057,62176,60639,41638,16831,71060,5915,2012-2016
B11005_3_family_households,186965,32206,304226,157779,137286,45515,11444,248363,59297,38401,171470,118349,114488,99026,81045,14783,103392,74244,60698,61681,60366,41462,16736,70827,5855,2012-2016
B11005_4_married-couple_family,69932,23115,177494,124224,81087,33756,9291,163505,42831,29996,129247,84600,89846,54961,47840,12006,77780,56831,50154,45663,37541,33528,13132,46672,4061,2012-2016
B11005_5_other_family,117033,9091,126732,33555,56199,11759,2153,84858,16466,8405,42223,33749,24642,44065,33205,2777,25612,17413,10544,16018,22825,7934,3604,24155,1794,2012-2016
"B11005_6_male_householder,_no_wife_present",18562,2155,23560,8579,10041,2873,680,21260,3228,2550,10765,8054,5771,8765,7570,856,6502,4045,2759,4342,4653,1608,979,6053,690,2012-2016
"B11005_7_female_householder,_no_husband_present",98471,6936,103172,24976,46158,8886,1473,63598,13238,5855,31458,25695,18871,35300,25635,1921,19110,13368,7785,11676,18172,6326,2625,18102,1104,2012-2016
B11005_8_nonfamily_households,911,281,1464,600,822,180,67,1553,278,121,1236,761,404,631,413,50,418,481,359,495,273,176,95,233,60,2012-2016
B11005_9_male_householder,600,208,774,339,552,69,67,993,184,107,1019,546,352,348,199,31,296,374,266,430,202,176,72,162,50,2012-2016
B11005_10_female_householder,311,73,690,261,270,111,0,560,94,14,217,215,52,283,214,19,122,107,93,65,71,0,23,71,10,2012-2016
B11005_11_households_with_no_people_under_18_years,302864,74462,633113,281851,615277,79449,22591,529388,106439,60516,317052,222652,222177,179823,170235,32102,179469,158143,118677,160433,100895,74818,36817,115830,15220,2012-2016
B11005_12_family_households,135622,39490,283466,179947,174178,42865,14466,277015,63597,35608,190107,118295,128658,81758,74936,19281,102626,87499,68845,87232,57761,42905,22156,63044,9376,2012-2016
B11005_13_married-couple_family,65235,32479,175607,143368,123219,34401,12420,186171,47712,29656,152201,91561,101116,53973,50060,17072,80840,71712,57050,72365,41666,36299,18596,46445,8089,2012-2016
B11005_14_other_family,70387,7011,107859,36579,50959,8464,2046,90844,15885,5952,37906,26734,27542,27785,24876,2209,21786,15787,11795,14867,16095,6606,3560,16599,1287,2012-2016
"B11005_15_male_householder,_no_wife_present",19063,2109,31378,10071,13419,2679,535,29092,4791,1733,11570,8231,8881,7857,8560,757,7419,4661,3496,4740,4819,2025,1363,4825,502,2012-2016
"B11005_16_female_householder,_no_husband_present",51324,4902,76481,26508,37540,5785,1511,61752,11094,4219,26336,18503,18661,19928,16316,1452,14367,11126,8299,10127,11276,4581,2197,11774,785,2012-2016
B11005_17_nonfamily_households,167242,34972,349647,101904,441099,36584,8125,252373,42842,24908,126945,104357,93519,98065,95299,12821,76843,70644,49832,73201,43134,31913,14661,52786,5844,2012-2016
B11005_18_male_householder,75299,15973,153223,39367,196793,16901,3934,114198,18348,10255,54746,41797,38981,44387,48231,5626,33786,30222,21558,28111,18402,12967,7095,23196,2864,2012-2016
B11005_19_female_householder,91943,18999,196424,62537,244306,19683,4191,138175,24494,14653,72199,62560,54538,53678,47068,7195,43057,40422,28274,45090,24732,18946,7566,29590,2980,2012-2016
