B25024_9_50_or_more,202638,3428,202695,25355,463409,3514,280,169591,13571,4376,9019,56887,32494,34532,43811,500,11434,14399,8321,4437,10047,4112,924,13265,130,2008-2012
B25024_10_mobile_home,662,4469,1170,745,542,3454,294,1148,494,1165,5526,348,1250,370,422,103,2236,3240,605,5963,678,176,585,636,1471,2008-2012
"B25024_11_boat,_rv,_van,_etc.",511,17,314,113,1219,14,0,560,81,0,21,55,180,97,89,3,55,16,32,23,108,22,18,89,18,2008-2012
B25077_1_median_value_(dollars),380900,299400,562600,467500,827300,288800,385600,462800,449400,449600,395200,533300,461400,376900,360400,419000,340000,399000,446800,275400,361000,407300,295600,373700,206700,2008-2012
B25034_1_total,512420,118256,998773,467418,846819,137168,38135,836722,176730,103816,568570,370133,352985,312940,269862,49587,295165,258480,189821,278113,175830,123357,62060,199758,38455,2008-2012
B25034_2_built_2010_or_later,1012,180,2130,526,1916,416,47,759,313,247,640,296,446,500,670,70,689,339,455,701,145,260,57,219,27,2008-2012
B25034_3_built_2000_to_2009,28179,11308,51304,15242,53344,15674,2752,39055,15829,7170,43369,17495,21103,23476,31634,4719,26139,26366,15817,37128,8577,11764,6128,10837,6232,2008-2012
B25034_4_built_1990_to_1999,19644,10774,27118,12993,30416,15097,3631,22085,19945,10343,49704,17375,18218,14530,14429,7144,30827,30575,21594,34953,8059,22548,5217,7792,6458,2008-2012
B25034_5_built_1980_to_1989,18164,16390,27472,19788,51420,19226,5341,28467,25530,11117,57603,28219,25588,17218,16947,10209,45194,38835,23310,50253,10175,23352,9492,9246,9585,2008-2012
B25034_6_built_1970_to_1979,40164,18340,52460,26424,67678,17551,5696,49839,29263,19187,101652,32435,32254,27385,22051,7399,35250,37020,28537,57928,14984,14106,11509,20066,6817,2008-2012
B25034_7_built_1960_to_1969,70614,16511,101534,59451,106301,14279,5846,112625,24950,22793,118096,51322,56195,40731,27298,4908,48059,36910,30664,41979,26696,16278,9219,29061,3027,2008-2012
B25034_8_built_1950_to_1959,83415,15490,115843,167076,83313,13511,5286,178903,16246,15495,108877,72265,81950,53468,29505,4213,57025,35121,30081,30504,38378,14800,7767,51071,1686,2008-2012
B25034_9_built_1940_to_1949,53399,6443,98865,66847,63803,6795,3201,141859,8016,4424,31625,33740,44730,44464,26001,1874,19796,14470,12700,10443,31158,6795,3717,28086,1330,2008-2012
B25034_10_built_1939_or_earlier,197829,22820,522047,99071,388628,34619,6335,263130,36638,13040,57004,116986,72501,91168,101327,9051,32186,38844,26663,14224,37658,13454,8954,43380,3293,2008-2012
B25127_1_total,473281,107734,911995,442869,738131,125180,35088,776311,163675,98401,496349,344875,334527,277453,243156,47422,280141,233661,179712,222970,162065,115132,55179,184743,21980,2008-2012
B25127_2_owner_occupied,94130,75060,271482,360215,166483,87281,29222,345415,113099,68924,397764,214097,221504,128117,80736,40156,186569,176642,136374,182194,89213,90457,46802,113247,18256,2008-2012
B25127_3_built_2000_or_later,3441,7368,15625,9766,10005,10995,2028,11034,10905,3469,25602,8564,10893,6743,9195,4006,16051,18582,11370,25492,4733,8880,4716,4422,3231,2008-2012
"B25127_4_1,_detached__or_attached",1157,6674,2418,7376,347,9812,1926,3878,8498,2641,23188,6913,8524,4398,1917,3906,14057,16430,8865,24290,3173,7865,4377,3183,3191,2008-2012
B25127_5_2_to_4,1845,131,5276,575,386,216,40,4812,2347,202,829,453,671,1675,1647,65,179,251,96,121,182,148,50,1016,0,2008-2012
B25127_6_5_to_19,180,133,3622,1039,773,630,27,483,38,224,974,124,250,338,1052,32,590,883,398,189,448,348,163,73,0,2008-2012
B25127_7_20_to_49,136,88,2058,363,1560,0,16,807,7,95,130,229,366,139,959,3,483,151,964,63,296,423,0,85,0,2008-2012
B25127_8_50_or_more,123,0,2191,342,6876,11,0,999,3,238,230,837,1006,183,3605,0,496,544,955,0,618,61,53,65,18,2008-2012
"B25127_9_mobile_home,_boat,_rv,_van,_etc.",0,342,60,71,63,326,19,55,12,69,251,8,76,10,15,0,246,323,92,829,16,35,73,0,22,2008-2012
B25127_10_built_1980_to_1999,6851,19483,15707,22892,15011,25078,7018,16564,32755,13932,67088,30222,26752,11002,8100,15197,50740,53741,33536,62645,10859,35156,11983,8096,8022,2008-2012
"B25127_11_1,_detached__or_attached",3009,16479,7165,18067,584,21692,6250,6168,26164,11995,62787,23902,18389,7642,2461,13787,42974,47701,29069,59315,8248,30313,10933,6368,7712,2008-2012
B25127_12_2_to_4,2915,729,5554,1562,322,793,234,6034,5069,750,1471,1664,2043,1662,2067,170,1653,1186,670,662,704,1027,207,854,92,2008-2012
B25127_13_5_to_19,156,613,1369,1025,805,1242,453,1093,589,628,1282,1646,2637,960,1331,1133,4478,2700,2690,949,877,3332,657,433,4,2008-2012
B25127_14_20_to_49,225,28,579,578,1734,67,0,683,316,153,250,918,1132,277,811,17,465,454,681,41,302,288,52,205,0,2008-2012
B25127_15_50_or_more,489,33,830,1479,11445,72,52,2387,387,59,279,2004,2323,458,1381,59,453,837,347,227,644,150,17,236,0,2008-2012
"B25127_16_mobile_home,_boat,_rv,_van,_etc.",57,1601,210,181,121,1212,29,199,230,347,1019,88,228,3,49,31,717,863,79,1451,84,46,117,0,214,2008-2012
B25127_17_built_1960_to_1979,25164,22239,36725,59624,42947,21675,9359,57664,34703,29584,163602,47356,50311,21136,14023,10112,49236,48395,40171,65117,21940,22308,16279,22932,4142,2008-2012
"B25127_18_1,_detached__or_attached",5740,19450,10827,51283,728,19666,8723,22100,26135,25418,154152,32590,38100,15914,4952,9752,45447,43821,38220,60495,18022,21166,15933,19613,4044,2008-2012
B25127_19_2_to_4,5314,705,13132,2510,215,467,213,15890,7417,1877,3272,3428,4269,3046,5294,108,1506,826,487,2188,2725,358,131,2669,0,2008-2012
B25127_20_5_to_19,241,806,872,1327,886,679,299,916,317,1363,2777,2609,701,980,691,213,1103,1949,944,367,549,591,77,174,0,2008-2012
B25127_21_20_to_49,1462,28,994,803,2978,112,15,2442,50,266,785,1698,925,306,447,8,221,340,185,83,222,50,8,282,0,2008-2012
B25127_22_50_or_more,12372,149,10854,3610,38078,113,0,16123,767,381,736,7003,5986,878,2602,11,169,650,146,120,279,86,0,159,0,2008-2012
"B25127_23_mobile_home,_boat,_rv,_van,_etc.",35,1101,46,91,62,638,109,193,17,279,1880,28,330,12,37,20,790,809,189,1864,143,57,130,35,98,2008-2012
B25127_24_built_1940_to_1959,30343,14801,61046,195049,24735,13846,6837,143758,13685,13832,106368,65041,85063,42437,16903,4626,52241,34523,33422,21817,34766,15667,8294,50700,1249,2008-2012
"B25127_25_1,_detached__or_attached",14125,14181,26309,185137,680,13376,6626,80785,11181,13307,103759,48393,75691,34647,8041,4573,50084,33431,32918,20992,28529,15194,8177,45867,1228,2008-2012
B25127_26_2_to_4,6461,482,20497,4733,170,314,172,30872,2018,182,1920,5212,6343,6490,6631,40,1762,540,329,687,5397,398,110,4148,21,2008-2012
B25127_27_5_to_19,537,60,1242,1430,1014,73,0,3123,45,86,253,2552,588,549,833,0,162,192,80,51,311,26,0,332,0,2008-2012
B25127_28_20_to_49,1601,7,2540,1372,3410,27,23,6806,72,80,166,2513,983,209,587,0,81,49,22,0,140,13,0,70,0,2008-2012
B25127_29_50_or_more,7607,21,10343,2190,19446,21,16,22051,369,170,101,6361,1346,429,805,13,58,169,32,39,219,20,0,219,0,2008-2012
"B25127_30_mobile_home,_boat,_rv,_van,_etc.",12,50,115,187,15,35,0,121,0,7,169,10,112,113,6,0,94,142,41,48,170,16,7,64,0,2008-2012
B25127_31_built_1939_or_earlier,28331,11169,142379,72884,73785,15687,3980,116395,21051,8107,35104,62914,48485,46799,32515,6215,18301,21401,17875,7123,16915,8446,5530,27097,1612,2008-2012
"B25127_32_1,_detached__or_attached",14170,9979,61262,66986,4473,14179,3792,75797,16904,7320,33279,48497,41922,38377,13934,5805,16597,20322,16971,6871,12509,7670,5282,23450,1541,2008-2012
B25127_33_2_to_4,9578,1069,62905,4242,4217,1349,174,29351,3761,673,1567,7496,6002,7606,13797,384,1613,867,722,195,4172,761,214,3315,58,2008-2012
B25127_34_5_to_19,671,41,7430,296,12438,53,14,2429,78,36,129,1253,100,436,2672,26,9,74,87,23,93,15,34,76,2,2008-2012
B25127_35_20_to_49,1513,5,3904,551,19582,11,0,2249,96,38,43,2253,195,146,1311,0,24,72,52,0,87,0,0,89,11,2008-2012
B25127_36_50_or_more,2362,63,6768,682,33015,55,0,6499,168,25,83,3379,244,149,801,0,49,57,35,34,46,0,0,15,0,2008-2012
"B25127_37_mobile_home,_boat,_rv,_van,_etc.",37,12,110,127,60,40,0,70,44,15,3,36,22,85,0,0,9,9,8,0,8,0,0,152,0,2008-2012
B25127_38_renter_occupied,379151,32674,640513,82654,571648,37899,5866,430896,50576,29477,98585,130778,113023,149336,162420,7266,93572,57019,43338,40776,72852,24675,8377,71496,3724,2008-2012
B25127_39_built_2000_or_later,22426,3069,30144,3998,35579,3939,581,23442,3910,3406,10413,7472,8427,13024,18229,493,9125,5372,3956,6487,3048,2384,702,5231,644,2008-2012
"B25127_40_1,_detached__or_attached",850,385,899,756,160,1129,89,1110,1661,561,2531,666,1520,2697,1165,119,1399,1203,530,2977,452,381,244,568,470,2008-2012
B25127_41_2_to_4,6326,715,10864,950,878,609,164,11426,1753,1101,2092,1188,1167,5524,4274,18,2165,568,419,722,1115,471,198,2063,40,2008-2012
B25127_42_5_to_19,2697,999,7464,502,2933,1297,42,3561,159,880,3056,784,1156,1636,2043,163,2630,1068,999,1698,425,690,110,805,32,2008-2012
B25127_43_20_to_49,3466,174,4068,303,4106,235,227,2104,62,376,803,782,823,1006,2011,55,1259,678,441,215,198,206,17,708,0,2008-2012
B25127_44_50_or_more,9007,695,6725,1487,27472,645,59,5121,275,488,1733,4031,3674,2161,8680,138,1651,1832,1509,875,858,636,133,1061,93,2008-2012
"B25127_45_mobile_home,_boat,_rv,_van,_etc.",80,101,124,0,30,24,0,120,0,0,198,21,87,0,56,0,21,23,58,0,0,0,0,26,9,2008-2012
B25127_46_built_1980_to_1999,28456,5710,35256,7700,54112,7774,1240,30487,10219,6566,21672,12481,14918,17733,21009,1680,22325,11384,9064,10729,6514,8211,1741,8065,1059,2008-2012
"B25127_47_1,_detached__or_attached",1086,1046,2058,1423,262,1363,423,2171,3166,1050,6722,2271,2575,2590,1416,501,3891,2442,1329,4753,766,1949,663,803,713,2008-2012
B25127_48_2_to_4,5967,1721,11599,2333,1144,1841,472,13751,4567,2099,4992,3099,3756,6245,6560,293,4182,1576,1584,1609,2405,1385,253,3122,165,2008-2012
B25127_49_5_to_19,3630,1935,8985,1371,6463,2907,192,4214,594,1959,6218,2434,2621,2928,4239,589,9370,3296,2780,2239,1497,2858,749,1132,61,2008-2012
B25127_50_20_to_49,7143,275,4675,745,6524,508,33,2997,388,531,1854,1127,1510,1881,2121,116,1634,1155,1205,692,466,665,17,1070,24,2008-2012
B25127_51_50_or_more,10420,432,7739,1811,39667,667,39,7145,1387,802,1791,3539,4306,4057,6564,126,3193,2806,2158,1354,1339,1337,46,1885,4,2008-2012
"B25127_52_mobile_home,_boat,_rv,_van,_etc.",210,301,200,17,52,488,81,209,117,125,95,11,150,32,109,55,55,109,8,82,41,17,13,53,92,2008-2012
B25127_53_built_1960_to_1979,78482,10085,107939,22068,112939,8130,1624,93748,15833,10414,35320,31108,33703,39291,31197,1903,29226,19440,16283,14961,16814,6004,2722,22796,1087,2008-2012
"B25127_54_1,_detached__or_attached",2428,1620,3790,4763,256,1846,636,5267,2440,1955,16093,3785,4188,2552,2179,601,3482,3189,2201,7476,1685,1173,747,1628,683,2008-2012
B25127_55_2_to_4,10480,2734,25133,6567,2123,2027,415,31670,6401,3214,7398,8080,13034,12078,11323,625,8513,4050,2713,2346,7420,1761,597,9224,192,2008-2012
B25127_56_5_to_19,7159,3487,14720,3246,12097,2761,410,10671,1357,3224,7278,4838,6577,8338,7110,498,11310,6381,6635,2922,3889,1612,912,4505,30,2008-2012
B25127_57_20_to_49,15703,769,15545,2203,17253,380,115,10242,1117,741,1945,4230,3328,4845,3271,112,2787,1792,2940,1140,1321,458,26,2924,21,2008-2012
B25127_58_50_or_more,42504,953,48580,5225,80952,896,27,35615,4438,1208,2221,10148,6492,11409,7224,67,3038,3713,1744,741,2423,978,404,4420,7,2008-2012
"B25127_59_mobile_home,_boat,_rv,_van,_etc.",208,522,171,64,258,220,21,283,80,72,385,27,84,69,90,0,96,315,50,336,76,22,36,95,154,2008-2012
B25127_60_built_1940_to_1959,96924,5438,138596,29008,107873,4392,996,155506,8850,5051,19489,34587,35783,44375,33809,1142,20715,10579,7052,5978,29448,4416,1337,22721,369,2008-2012
"B25127_61_1,_detached__or_attached",3631,1605,6004,10534,954,2181,595,12755,1442,1758,13545,5769,6358,4774,2229,552,4552,4439,2523,3355,3823,1501,876,3912,256,2008-2012
B25127_62_2_to_4,12923,2142,35376,9908,2840,1152,266,52803,3319,1731,3440,9508,16537,19985,13249,339,7322,2476,2209,1239,16203,1709,257,9709,91,2008-2012
B25127_63_5_to_19,9847,1038,21624,2585,15679,782,90,21352,692,899,1276,5390,6388,8208,10282,177,5619,2183,1094,891,5778,752,161,3446,14,2008-2012
B25127_64_20_to_49,25404,156,31412,2339,26027,112,35,26950,1071,231,467,5654,3298,4680,4934,60,1930,651,701,209,1808,227,17,2706,0,2008-2012
B25127_65_50_or_more,45010,470,44118,3562,62182,136,10,41551,2321,378,634,8255,3009,6701,3067,14,1285,743,494,269,1801,222,26,2905,8,2008-2012
"B25127_66_mobile_home,_boat,_rv,_van,_etc.",109,27,62,80,191,29,0,95,5,54,127,11,193,27,48,0,7,87,31,15,35,5,0,43,0,2008-2012
B25127_67_built_1939_or_earlier,152863,8372,328578,19880,261145,13664,1425,127713,11764,4040,11691,45130,20192,34913,58176,2048,12181,10244,6983,2621,17028,3660,1875,12683,565,2008-2012
"B25127_68_1,_detached__or_attached",4374,1794,13509,6530,1987,3003,574,11987,2127,1099,6107,6216,4089,4731,3168,869,2770,4052,2550,1725,1797,1037,708,2708,363,2008-2012
B25127_69_2_to_4,20881,4052,121392,7542,11041,7454,477,49799,6465,1934,3211,17665,9622,16232,25476,835,6435,3381,2756,483,9141,1919,638,5866,131,2008-2012
B25127_70_5_to_19,19041,1907,85620,2086,72176,2067,272,24129,937,600,1602,9029,3078,7029,16851,313,1824,1441,1111,320,3827,458,367,1727,71,2008-2012
B25127_71_20_to_49,48093,312,55586,1498,95463,532,78,19566,428,124,294,5512,1936,3401,8855,6,616,822,287,60,1145,90,34,1210,0,2008-2012
B25127_72_50_or_more,60103,297,52173,2224,79569,608,24,22045,1802,283,471,6688,1419,3511,3774,25,519,539,279,21,1106,156,128,1134,0,2008-2012
"B25127_73_mobile_home,_boat,_rv,_van,_etc.",371,10,298,0,909,0,0,187,5,0,6,20,48,9,52,0,17,9,0,12,12,0,0,38,0,2008-2012
B03002_1_total,1386364,297291,2512740,1338712,1596735,372951,99702,2235008,468374,312011,1492360,950227,906781,783840,636194,127996,811064,629263,493472,575961,500168,323650,148962,536383,57437,2008-2012
B03002_2_not_hispanic_or_latino,644410,266231,2015120,1143425,1187437,305869,88106,1620861,387935,263295,1246550,742998,760330,624294,367619,121197,661860,568831,436819,528485,314692,281664,139280,389373,52249,2008-2012
B03002_3_white_alone,151578,221391,896464,875171,762321,254662,82530,616029,300585,203466,1068747,545910,565170,262029,194810,112173,398992,483862,369189,494683,226183,201972,132081,242046,47659,2008-2012
B03002_4_black_or_african_american_alone,419791,27120,809821,142160,207912,34472,1980,395583,44665,35330,103997,126805,46744,308196,72299,3225,71921,43599,14583,16708,56037,27315,2697,110667,2833,2008-2012
B03002_5_american_indian_and_alaska_native_alone,2707,329,3876,1088,1781,611,0,5786,444,529,1953,906,901,1284,824,55,904,411,286,269,592,288,271,526,55,2008-2012
B03002_6_asian_alone,48299,11010,265238,103152,177294,9100,1989,519368,35773,19769,51670,51365,131993,35985,85231,4091,176017,31767,44800,9866,25355,46030,2641,24449,415,2008-2012
B03002_7_native_hawaiian_and_other_pacific_islander_alone,122,45,1020,61,602,20,0,1231,0,60,243,93,90,429,215,220,237,19,26,60,0,11,11,218,93,2008-2012
B03002_8_some_other_race_alone,9842,831,8452,6217,6345,645,251,39109,1243,1187,2438,2769,3043,5333,4717,259,2154,1000,1940,764,2301,1075,178,6311,58,2008-2012
B03002_9_two_or_more_races,12071,5505,30249,15576,31182,6359,1356,43755,5225,2954,17502,15150,12389,11038,9523,1174,11635,8173,5995,6135,4224,4973,1401,5156,1136,2008-2012
B03002_10_two_races_including_some_other_race,2461,328,3562,2675,1967,235,147,12158,401,752,2235,1463,1421,1632,1997,58,2146,474,667,360,511,570,151,725,44,2008-2012
"B03002_11_two_races_excluding_some_other_race,_and_three_or_more_races",9610,5177,26687,12901,29215,6124,1209,31597,4824,2202,15267,13687,10968,9406,7526,1116,9489,7699,5328,5775,3713,4403,1250,4431,1092,2008-2012
B03002_12_hispanic_or_latino,741954,31060,497620,195287,409298,67082,11596,614147,80439,48716,245810,207229,146451,159546,268575,6799,149204,60432,56653,47476,185476,41986,9682,147010,5188,2008-2012
B03002_13_white_alone,160477,14552,223417,98402,146824,33825,6888,334235,54251,23440,158961,96713,101584,77611,160483,4709,110503,41265,38708,32129,103049,27355,7282,75418,3924,2008-2012
B03002_14_black_or_african_american_alone,61948,2014,49801,6611,39831,2956,84,25957,3970,2775,6481,10131,3950,9523,10657,141,4639,2501,784,992,6700,965,253,5079,96,2008-2012
B03002_15_american_indian_and_alaska_native_alone,4489,355,4371,1222,3231,564,270,3689,369,141,1533,835,606,800,1698,35,536,1340,637,600,828,204,35,336,0,2008-2012
B03002_16_asian_alone,1190,157,1319,613,1379,353,17,3270,519,349,339,432,808,600,680,10,618,196,134,7,302,109,8,247,0,2008-2012
B03002_17_native_hawaiian_and_other_pacific_islander_alone,186,6,352,20,202,0,0,125,26,14,54,51,17,105,96,8,17,11,53,10,68,34,0,114,0,2008-2012
B03002_18_some_other_race_alone,478314,12398,201336,75218,185980,25140,3575,221177,17623,20216,68599,87470,33473,55038,85847,1561,27094,9857,13433,10408,64260,11812,1434,61940,944,2008-2012
B03002_19_two_or_more_races,35350,1578,17024,13201,31851,4244,762,25694,3681,1781,9843,11597,6013,15869,9114,335,5797,5262,2904,3330,10269,1507,670,3876,224,2008-2012
B03002_20_two_races_including_some_other_race,25423,733,10653,7725,13145,2525,522,15687,1953,990,6382,5952,2977,3624,5151,186,3276,1219,1937,1875,2649,752,480,2391,78,2008-2012
"B03002_21_two_races_excluding_some_other_race,_and_three_or_more_races",9927,845,6371,5476,18706,1719,240,10007,1728,791,3461,5645,3036,12245,3963,149,2521,4043,967,1455,7620,755,190,1485,146,2008-2012
B11005_1_total,473281,107734,911995,442869,738131,125180,35088,776311,163675,98401,496349,344875,334527,277453,243156,47422,280141,233661,179712,222970,162065,115132,55179,184743,21980,2008-2012
B11005_2_households_with_one_or_more_people_under_18_years,190870,35794,310524,164015,138643,48746,13454,259222,61976,40342,189701,123185,114484,103536,77467,16784,105129,81216,63698,64884,60106,44381,19523,69798,7442,2008-2012
B11005_3_family_households,189714,35565,309369,163580,137929,48356,13442,257674,61767,40298,188732,122544,114110,102919,77217,16642,104690,80911,63495,64379,59753,44191,19312,69534,7368,2008-2012
B11005_4_married-couple_family,67046,26127,174006,129640,76557,35691,11054,169371,44499,31928,142294,87046,89802,54998,42803,13789,79310,62926,52765,48324,37290,36558,15497,45888,4865,2008-2012
B11005_5_other_family,122668,9438,135363,33940,61372,12665,2388,88303,17268,8370,46438,35498,24308,47921,34414,2853,25380,17985,10730,16055,22463,7633,3815,23646,2503,2008-2012
"B11005_6_male_householder,_no_wife_present",18445,2717,22545,8108,10725,3093,512,21797,3412,2412,12657,6200,4832,9146,7446,566,6499,4498,2657,4368,4719,1460,1025,5296,696,2008-2012
"B11005_7_female_householder,_no_husband_present",104223,6721,112818,25832,50647,9572,1876,66506,13856,5958,33781,29298,19476,38775,26968,2287,18881,13487,8073,11687,17744,6173,2790,18350,1807,2008-2012
B11005_8_nonfamily_households,1156,229,1155,435,714,390,12,1548,209,44,969,641,374,617,250,142,439,305,203,505,353,190,211,264,74,2008-2012
B11005_9_male_householder,767,170,552,340,338,306,12,1076,209,11,720,547,340,336,130,142,341,250,184,450,212,138,201,221,60,2008-2012
B11005_10_female_householder,389,59,603,95,376,84,0,472,0,33,249,94,34,281,120,0,98,55,19,55,141,52,10,43,14,2008-2012
B11005_11_households_with_no_people_under_18_years,282411,71940,601471,278854,599488,76434,21634,517089,101699,58059,306648,221690,220043,173917,165689,30638,175012,152445,116014,158086,101959,70751,35656,114945,14538,2008-2012
B11005_12_family_households,121089,37783,273259,176997,164864,41893,13270,268139,60015,34513,186263,115171,124786,79481,72646,17803,97904,81317,66383,86180,55533,39238,21510,60723,8573,2008-2012
B11005_13_married-couple_family,59631,31344,171272,141461,115733,34034,11145,179092,46305,28438,150165,90286,99288,52807,49167,15742,77627,67015,56026,72349,40149,32767,18639,44873,7448,2008-2012
B11005_14_other_family,61458,6439,101987,35536,49131,7859,2125,89047,13710,6075,36098,24885,25498,26674,23479,2061,20277,14302,10357,13831,15384,6471,2871,15850,1125,2008-2012
"B11005_15_male_householder,_no_wife_present",16758,2078,29896,9986,13051,2691,807,29956,4394,1698,10352,7927,8057,7961,8468,547,6846,4351,3138,4137,4970,1936,973,4785,325,2008-2012
"B11005_16_female_householder,_no_husband_present",44700,4361,72091,25550,36080,5168,1318,59091,9316,4377,25746,16958,17441,18713,15011,1514,13431,9951,7219,9694,10414,4535,1898,11065,800,2008-2012
B11005_17_nonfamily_households,161322,34157,328212,101857,434624,34541,8364,248950,41684,23546,120385,106519,95257,94436,93043,12835,77108,71128,49631,71906,46426,31513,14146,54222,5965,2008-2012
B11005_18_male_householder,71247,15317,141067,39291,194839,15883,3853,110940,17460,9204,51748,42371,38746,41640,48437,5814,33086,29688,21278,27168,21100,12374,6731,23482,3094,2008-2012
B11005_19_female_householder,90075,18840,187145,62566,239785,18658,4511,138010,24224,14342,68637,64148,56511,52796,44606,7021,44022,41440,28353,44738,25326,19139,7415,30740,2871,2008-2012
